"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Daai laap mat taam 008",1996,89,NA,6.9,235,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",1,0,1,1,0,1,0
"Naked Came the Stranger",1975,89,NA,6,11,0,0,0,14.5,0,4.5,4.5,14.5,4.5,34.5,"",0,0,0,0,0,0,0
"Hurricane, The",1999,145,38000000,7.3,12445,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Camisa de la serpiente, La",1996,92,NA,6.7,7,0,0,0,14.5,0,24.5,24.5,14.5,0,14.5,"",0,0,0,1,0,1,0
"Ragazza in vetrina, La",1961,92,NA,6.3,12,0,0,0,0,14.5,24.5,24.5,4.5,24.5,0,"",0,0,0,1,0,0,0
"Tasty Bust Reunion, The",2004,52,NA,7.8,11,0,0,0,0,0,34.5,4.5,24.5,4.5,14.5,"",0,0,0,0,1,0,0
"Miracolo a Milano",1951,100,NA,7.9,398,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"",0,0,1,1,0,0,0
"True Confession",1937,85,NA,5.6,30,4.5,0,0,4.5,24.5,24.5,14.5,4.5,4.5,24.5,"",0,0,1,0,0,0,0
"Il y a maldonne",1988,82,NA,3.7,5,0,24.5,24.5,44.5,24.5,0,0,0,0,0,"",0,0,0,1,0,0,0
"My Name Is Tanino",2002,124,NA,6.9,171,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"",0,0,1,0,0,0,0
"Taiyo o nusunda otoko",1979,147,NA,7.5,49,0,0,0,4.5,4.5,14.5,4.5,34.5,14.5,34.5,"",0,0,0,0,0,0,0
"Oggi, domani, dopodomani",1965,95,NA,3.8,16,14.5,0,0,0,14.5,34.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Gangs of New York",2002,166,97000000,7.3,34808,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Entre las redes",1967,93,NA,4.4,6,0,34.5,0,45.5,0,0,14.5,0,0,0,"",0,0,0,0,0,0,0
"Anam",2001,86,NA,6.8,23,0,0,0,4.5,0,34.5,4.5,14.5,4.5,34.5,"",0,0,0,1,0,0,0
"Mosekongen",1950,92,NA,4.9,11,0,0,14.5,14.5,4.5,14.5,14.5,4.5,0,4.5,"",0,0,0,0,0,0,0
"Posto, Il",1961,90,NA,8.2,213,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"",0,0,0,1,0,0,0
"Caught by Wireless",1908,10,NA,4.2,6,34.5,0,0,0,45.5,14.5,0,0,0,0,"",0,0,0,1,0,0,1
"New Guy, The",2002,89,13000000,5.2,4266,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Scandal - Joseon namnyeo sangyeoljisa",2003,124,NA,7.4,222,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,0,0
"Megalo kanoni, To",1981,84,NA,7.2,5,0,0,24.5,0,0,24.5,24.5,0,0,44.5,"",0,0,1,0,0,0,0
"Hotel Danubio",2003,98,NA,5.7,13,4.5,4.5,0,0,0,34.5,24.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Sex Is Comedy",2002,94,NA,6,406,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Spin Cycle",2000,19,NA,5.3,15,14.5,0,0,4.5,0,4.5,0,4.5,4.5,64.5,"",0,0,1,0,0,0,1
"Thirteenth Guest, The",1932,69,NA,6.1,28,4.5,0,0,14.5,4.5,34.5,34.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Suffering Bastards",1989,89,NA,4.3,18,14.5,4.5,14.5,14.5,24.5,0,0,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Four Horsemen of the Apocalypse",1962,153,NA,6.3,248,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"1776",1972,180,4000000,7.3,1754,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"PG",0,0,0,1,0,0,0
"Age of Consent, The",1932,63,NA,5.2,30,0,4.5,14.5,4.5,14.5,14.5,34.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"West of the Divide",1934,54,NA,4.9,62,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"East of Java",1935,72,NA,7.3,5,0,0,0,0,0,64.5,0,24.5,0,24.5,"",0,0,0,1,0,0,0
"Don Daredevil Rides Again",1951,167,NA,6.6,7,0,0,0,14.5,14.5,24.5,14.5,14.5,0,14.5,"",0,0,0,0,0,0,0
"Cutthroat Island",1995,119,92000000,5.1,3942,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,1,0
"Our Man in Havana",1959,111,NA,6.9,400,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,1,1,0,0,0
"Million Dollar Legs",1939,65,NA,6.4,22,0,0,0,4.5,4.5,34.5,34.5,14.5,0,0,"",0,0,1,0,0,0,0
"Tess of the Storm Country",1960,95,NA,5.6,6,0,0,0,0,14.5,45.5,14.5,14.5,0,0,"",0,0,0,1,0,0,0
"New Guy",2003,85,55000,7.5,47,4.5,4.5,0,0,4.5,14.5,4.5,14.5,24.5,24.5,"",0,0,1,0,0,0,0
"Strike!",1998,97,NA,6.2,1222,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Mexicali Rose",1939,60,NA,6.3,10,0,0,14.5,14.5,14.5,24.5,0,24.5,14.5,24.5,"",0,0,0,0,0,0,0
"Odysseia enos xerizomenou, I",1969,185,NA,5.4,10,14.5,14.5,0,0,0,0,14.5,14.5,0,64.5,"",0,0,0,1,0,0,0
"Night Without Sleep",1952,77,NA,6.8,6,0,0,0,0,34.5,14.5,14.5,14.5,14.5,0,"",0,0,0,0,0,0,0
"Really Scent",1959,6,NA,7.1,22,0,0,0,0,0,14.5,44.5,14.5,4.5,14.5,"",0,1,1,0,0,0,1
"My Hustler",1965,79,0,7,39,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Ravel's Brain",2001,52,NA,3.6,5,44.5,0,0,0,44.5,24.5,0,0,0,0,"",0,0,0,0,1,0,0
"Spitfire",1934,87,NA,5.5,97,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Loving and Laughing",1971,90,NA,5.5,16,14.5,0,4.5,4.5,14.5,4.5,14.5,24.5,4.5,4.5,"",0,0,1,0,0,0,0
"Vingt-quatre heures de la vie d'un clown",1945,18,NA,6.6,13,0,0,0,4.5,14.5,14.5,14.5,24.5,14.5,4.5,"",0,0,0,0,0,0,1
"Feng yue qi tan",1972,95,NA,7.9,15,0,0,0,4.5,14.5,0,14.5,34.5,24.5,14.5,"",0,0,0,0,0,0,0
"Bad Day at Cat Rock",1965,6,NA,5.1,40,4.5,4.5,14.5,4.5,14.5,14.5,24.5,4.5,4.5,14.5,"",0,1,1,0,0,0,1
"Tierno verano de lujurias y azoteas",1993,91,NA,7.4,29,0,4.5,4.5,4.5,4.5,24.5,4.5,34.5,14.5,4.5,"",0,0,1,0,0,0,0
"Mad Doctors of Borneo",1993,1,NA,3.2,6,45.5,0,0,0,0,45.5,0,0,0,0,"",0,1,1,0,0,0,1
"Desperate Search",1952,71,NA,6.3,27,4.5,0,4.5,4.5,4.5,34.5,14.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Confederate Ironclad, The",1912,16,NA,6.5,47,0,4.5,4.5,4.5,14.5,24.5,44.5,4.5,4.5,4.5,"",0,0,0,1,0,0,1
"Une dame vraiment bien",1908,4,NA,3.4,6,14.5,0,14.5,0,14.5,14.5,34.5,0,0,0,"",0,0,0,0,0,0,1
"End of the Line",1988,103,NA,5.7,123,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Punisher, The",2004,124,33000000,6.2,9989,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Buena Sorte",1996,104,NA,5.3,12,0,24.5,0,14.5,24.5,4.5,4.5,14.5,0,0,"",1,0,0,0,0,0,0
"Run of the Arrow",1957,86,NA,6.5,195,4.5,0,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Vacances, Les",1997,18,NA,3.1,15,24.5,4.5,4.5,4.5,4.5,24.5,24.5,4.5,4.5,0,"",0,0,0,0,0,0,1
"Cyclone Fury",1951,53,NA,6,7,14.5,14.5,0,14.5,24.5,0,14.5,0,0,14.5,"",0,0,0,0,0,0,0
"Rising of the Moon, The",2002,6,1500,8.3,6,0,0,0,0,0,0,34.5,14.5,34.5,14.5,"",0,0,0,1,0,0,1
"White Water Summer",1987,90,NA,5.4,564,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Murder at Midnight",1931,69,NA,5.2,21,0,0,4.5,24.5,4.5,34.5,14.5,0,4.5,0,"",0,0,0,0,0,0,0
"Ici et ailleurs",1976,60,NA,6.8,26,4.5,0,0,4.5,14.5,4.5,4.5,4.5,14.5,34.5,"",0,0,0,0,1,0,0
"Dirndljagd am Kilimandscharo",1983,81,NA,3.5,9,24.5,14.5,14.5,14.5,14.5,0,0,0,0,34.5,"",0,0,1,0,0,0,0
"Due rrringos nel Texas",1967,94,NA,5.4,8,14.5,0,0,14.5,14.5,24.5,34.5,0,0,0,"",0,0,1,0,0,0,0
"How to Be a Detective",1936,9,NA,7.3,21,0,0,0,0,4.5,4.5,34.5,24.5,4.5,14.5,"",0,0,1,0,0,0,1
"Dallas",1950,94,NA,6,118,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Git Along, Little Dogies",1937,68,NA,5.7,17,0,4.5,0,14.5,14.5,44.5,14.5,0,14.5,0,"",0,0,0,0,0,0,0
"Hangman, The",1959,87,NA,6.1,21,0,0,0,14.5,4.5,24.5,14.5,24.5,4.5,0,"",0,0,0,0,0,0,0
"Yaourts mystiques",2000,10,NA,6.1,12,0,0,4.5,0,0,44.5,24.5,4.5,14.5,0,"",0,1,1,0,0,0,1
"Body and Soul",1998,91,NA,3.6,53,24.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,0,4.5,"R",0,0,0,0,0,0,0
"Anna in the Sky",1997,10,NA,3.9,19,14.5,4.5,0,0,34.5,24.5,4.5,0,4.5,24.5,"",0,0,0,0,0,0,1
"Operation Haylift",1950,73,NA,4.9,5,0,0,24.5,24.5,24.5,24.5,24.5,0,0,0,"",0,0,0,1,0,0,0
"Chilsu wa Mansu",1988,109,NA,7.1,33,0,4.5,0,0,4.5,4.5,14.5,44.5,4.5,14.5,"",0,0,0,0,0,0,0
"Storm Boy",1976,88,NA,6.8,118,4.5,4.5,4.5,4.5,4.5,14.5,4.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Mala",1991,95,NA,9.3,15,4.5,0,0,0,0,0,14.5,0,14.5,64.5,"",0,0,0,1,0,0,0
"Porky's Party",1938,7,NA,7.7,17,0,0,0,0,4.5,4.5,14.5,34.5,14.5,14.5,"",0,1,1,0,0,0,1
"Maciste contro i cacciatori di teste",1962,79,NA,1.7,57,64.5,14.5,4.5,4.5,4.5,0,4.5,0,0,4.5,"",0,0,0,0,0,0,0
"Out West",1918,25,NA,6.7,58,0,4.5,0,4.5,4.5,34.5,24.5,24.5,4.5,4.5,"",0,0,1,0,0,0,1
"Northwest Stampede",1948,79,NA,5.5,23,14.5,0,0,4.5,14.5,34.5,14.5,0,4.5,14.5,"",0,0,0,0,0,0,0
"Plymptoons",1990,6,NA,6.9,66,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,"",0,1,1,0,0,0,1
"Red Surf",1990,104,NA,3.7,124,24.5,4.5,4.5,4.5,24.5,14.5,4.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Creeping Terror, The",1964,75,NA,2,539,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Deceived",1991,104,NA,6,989,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Pink Aye",1974,7,NA,4.8,6,0,0,0,14.5,45.5,14.5,14.5,0,0,0,"",0,1,0,0,0,0,1
"Whole Wide World, The",1996,111,1300000,7.4,956,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"PG",0,0,0,1,0,0,0
"From Swastika to Jim Crow",2000,60,NA,7.9,14,0,0,0,0,14.5,0,24.5,0,4.5,45.5,"",0,0,0,0,1,0,0
"Who's Afraid of Virginia Woolf?",1966,131,7000000,8.1,7060,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,0,1,0,0,0
"Town Went Wild, The",1944,77,NA,4.4,5,24.5,0,24.5,0,64.5,0,0,0,0,0,"",0,0,1,0,0,1,0
"Tierra prometida, La",1971,80,NA,4.3,10,24.5,0,0,0,14.5,0,0,0,24.5,45.5,"",0,0,0,0,0,0,0
"Why Study Home Economics?",1955,10,NA,5.5,11,34.5,4.5,0,0,14.5,14.5,0,0,0,14.5,"",0,0,0,1,0,0,1
"Sanctuary",1961,90,NA,7,25,4.5,0,0,4.5,0,24.5,24.5,24.5,4.5,14.5,"",0,0,0,1,0,0,0
"Moustachu, Le",1987,90,NA,5.7,17,0,4.5,0,4.5,14.5,14.5,14.5,14.5,24.5,4.5,"",0,0,1,0,0,0,0
"Babaouo",2000,70,NA,6.1,11,0,4.5,0,0,0,34.5,14.5,0,4.5,24.5,"",0,0,0,0,0,0,0
"Pacha, Le",1968,90,NA,6.6,77,0,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0
"Flying Squirrel, The",1954,7,NA,6.6,32,0,0,4.5,0,4.5,4.5,44.5,14.5,14.5,4.5,"",0,1,1,0,0,0,1
"Brighton Strangler, The",1945,67,NA,6.3,53,0,4.5,4.5,4.5,14.5,24.5,24.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0
"Barndommens gade",1986,90,NA,6.3,49,0,0,0,14.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Seven Gates",1997,20,NA,5.6,17,0,4.5,14.5,0,14.5,34.5,24.5,0,0,0,"",0,0,1,0,0,0,1
"Murder in the Music Hall",1946,60,NA,6.8,9,0,0,0,0,14.5,34.5,0,44.5,14.5,0,"",0,0,0,0,0,0,0
"Miracle Beach",1992,88,NA,4.7,315,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,24.5,"",0,0,1,0,0,1,0
"Kung Pao Chicken",1997,5,NA,4.5,32,14.5,0,4.5,0,4.5,14.5,0,4.5,4.5,44.5,"",0,0,0,0,1,0,1
"Jaguimo",1998,91,NA,5,50,4.5,4.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,0,0,1,0
"Hexagone",1994,90,NA,6.8,5,0,0,0,24.5,0,24.5,24.5,24.5,24.5,0,"",0,0,0,0,0,0,0
"Honey Throat",1980,75,NA,6.4,8,0,0,0,0,24.5,24.5,24.5,14.5,14.5,0,"",0,0,0,0,0,1,0
"Nos amis les flics",2004,90,NA,4.1,39,4.5,14.5,14.5,4.5,24.5,14.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Blindman",1971,105,NA,5.7,54,0,0,4.5,4.5,4.5,24.5,14.5,14.5,14.5,14.5,"",0,0,0,0,0,0,0
"Hon",2002,55,NA,2.3,14,24.5,24.5,4.5,4.5,0,14.5,0,14.5,0,14.5,"",0,0,0,0,0,0,0
"Lion volatile, Le",2003,12,NA,8.4,7,0,0,0,0,14.5,14.5,24.5,0,14.5,24.5,"",0,0,0,0,0,1,1
"Rosewood",1997,140,31000000,6.8,1840,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Arrapaho",1984,98,NA,4.5,40,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,24.5,"",0,0,1,0,0,0,0
"Crackpot Quail, The",1941,8,NA,6.6,20,0,0,0,14.5,14.5,24.5,14.5,24.5,14.5,4.5,"",0,1,1,0,0,0,1
"Somebody Is Waiting",1996,96,NA,4.9,115,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Harley-Davidson: The American Motorcycle",1993,73,NA,7.4,5,0,0,0,0,24.5,24.5,24.5,24.5,24.5,0,"",0,0,0,0,1,0,0
"Evangelio de las Maravillas, El",1998,115,NA,6.5,88,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,"",0,0,0,1,0,0,0
"Jailbreakers, The",1960,64,NA,4.7,6,0,0,0,64.5,14.5,14.5,0,0,0,0,"",0,0,0,1,0,0,0
"Papa Gets the Bird",1940,8,NA,5,11,0,0,24.5,4.5,4.5,34.5,14.5,0,0,0,"",0,1,1,0,0,0,1
"Tregua, La",1974,108,NA,7.9,85,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"",0,0,0,1,0,1,0
"Pasqualino Settebellezze",1975,115,NA,7.7,654,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,34.5,"",0,0,1,1,0,0,0
"Note bleue, La",1991,135,NA,3.5,43,24.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,24.5,"",0,0,0,1,0,0,0
"Bats in the Belfry",1960,6,NA,6.8,6,0,0,14.5,0,0,14.5,14.5,14.5,34.5,0,"",0,1,1,0,0,0,1
"Belle of the Nineties",1934,73,800000,6.3,84,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Auf der Couch",2001,15,NA,7.8,5,0,0,24.5,0,0,0,0,44.5,0,44.5,"",0,0,0,0,0,0,1
"White Orchid, The",1954,81,NA,4.7,11,14.5,4.5,4.5,14.5,4.5,4.5,0,4.5,0,14.5,"",0,0,0,0,0,1,0
"Sieger, Die",1994,130,NA,6.4,127,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"",1,0,0,1,0,0,0
"Dark Justice",2004,11,NA,2.4,6,34.5,0,45.5,0,0,0,0,0,0,14.5,"",1,0,0,0,0,0,1
"On Probation",1981,5,NA,5.7,14,4.5,4.5,0,4.5,34.5,14.5,14.5,4.5,4.5,0,"",0,1,0,0,0,0,1
"Aatish",1994,155,NA,8.6,16,0,0,4.5,0,4.5,0,4.5,14.5,34.5,34.5,"",1,0,0,0,0,0,0
"Martha... Martha",2001,97,NA,6.9,81,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Oh Que Calma",1986,3,NA,6.1,5,0,0,0,0,0,44.5,24.5,0,24.5,24.5,"",0,1,0,0,0,0,1
"Enfant sauvage, L'",1970,83,NA,7.4,812,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Mei gui mei gui wo ai ni",1993,94,NA,4.8,16,4.5,4.5,0,0,0,14.5,34.5,14.5,4.5,24.5,"",1,0,1,0,0,0,0
"Drop Dead Roses",2001,93,NA,2,118,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,45.5,"R",0,0,0,0,0,0,0
"Moving",2002,97,9000,7.9,9,0,0,24.5,0,0,0,24.5,34.5,14.5,14.5,"",0,0,1,0,0,0,0
"Quadrophenia",1979,120,NA,6.8,2081,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0
"Christine",1983,110,9700000,6,5666,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Adventurers, The",1951,74,NA,3.9,6,0,0,14.5,34.5,34.5,0,14.5,0,0,0,"",0,0,0,0,0,0,0
"Veuve de Saint-Pierre, La",2000,112,NA,7.1,1572,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Time Walker",1982,83,750000,2.4,170,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Into the Sun",2005,97,16000000,4,481,14.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Te Rua",1991,96,NA,7.8,6,14.5,0,0,0,0,0,0,14.5,34.5,34.5,"",0,0,0,0,0,0,0
"Funny Farm",1988,101,NA,5.4,2942,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"War Dog",1986,95,NA,6.1,43,24.5,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,"",1,0,0,1,0,0,0
"Pastores da Noite, Os",1975,121,NA,6,9,0,14.5,0,24.5,14.5,0,24.5,0,0,34.5,"",0,0,0,1,0,1,0
"Thicker Than Water",1935,20,NA,7.3,89,0,4.5,0,4.5,4.5,4.5,34.5,34.5,4.5,14.5,"",0,0,1,0,0,0,1
"Helpmates",1932,20,NA,8.2,190,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"",0,0,1,0,0,0,1
"Smart Girls Don't Talk",1948,81,NA,7.7,22,4.5,0,0,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Jimmy the Kid",1999,86,NA,5.6,24,14.5,0,4.5,14.5,14.5,4.5,14.5,14.5,0,14.5,"",0,0,1,0,0,0,0
"Bela Donna",1998,111,5500000,4.7,127,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,14.5,"",0,0,0,1,0,1,0
"King Solomon's Treasure",1977,88,NA,4,22,4.5,0,24.5,34.5,0,4.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Stepmother, The",1972,94,NA,2.7,8,14.5,14.5,45.5,0,0,0,14.5,0,0,14.5,"",0,0,0,1,0,0,0
"Hockeyfeber",1983,104,NA,5.3,16,14.5,14.5,4.5,14.5,14.5,4.5,4.5,14.5,0,14.5,"",0,0,0,1,0,0,0
"Heat",1972,102,NA,6,289,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,1,1,0,0,0
"Afonya",1975,92,NA,7.6,112,0,4.5,0,0,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,1,0,0,0
"Can She Bake a Cherry Pie?",1983,90,NA,4.9,57,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,14.5,4.5,"",0,0,1,0,0,0,0
"Gentleman's Fate",1931,90,NA,6,12,0,0,0,4.5,4.5,45.5,24.5,4.5,0,0,"",0,0,0,1,0,0,0
"Raulito, La",1975,95,NA,6.3,14,0,4.5,0,0,14.5,14.5,44.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Above and Beyond",2001,91,NA,4.3,35,14.5,4.5,14.5,24.5,14.5,0,4.5,4.5,0,14.5,"",0,0,0,1,0,1,0
"Journey to the Seventh Planet",1962,83,74600,4.2,124,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Bruce Almighty",2003,101,81000000,6.4,23905,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Byaku fujin no yoren",1956,103,NA,5.8,7,0,0,0,0,44.5,14.5,24.5,0,14.5,0,"",0,0,0,0,0,1,0
"Lively Set, The",1964,95,NA,5.3,62,4.5,0,4.5,4.5,24.5,4.5,4.5,14.5,4.5,34.5,"",1,0,0,1,0,0,0
"Fever Pitch",1985,96,NA,3.3,49,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"Pontioi, Oi",1986,95,NA,2.6,5,0,44.5,24.5,24.5,0,0,0,0,0,24.5,"",0,0,1,0,0,0,0
"Terror, The",1938,70,NA,5.6,10,0,0,14.5,34.5,0,24.5,14.5,24.5,0,14.5,"",0,0,0,0,0,0,0
"Permette? Rocco Papaleo",1971,120,NA,5.5,29,0,0,4.5,4.5,14.5,14.5,34.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Mumsy, Nanny, Sonny and Girly",1969,101,NA,5.8,34,4.5,4.5,4.5,0,4.5,0,4.5,4.5,4.5,45.5,"",0,0,0,0,0,0,0
"Bequest to the Nation, A",1973,118,NA,5.8,37,4.5,0,4.5,14.5,4.5,24.5,34.5,4.5,0,4.5,"",0,0,0,1,0,0,0
"Rebecca of Sunnybrook Farm",1938,80,NA,6.4,158,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,1,0,0,0
"On Growing Older",2001,7,NA,7.7,10,14.5,0,0,0,0,14.5,34.5,0,14.5,44.5,"",0,0,0,1,0,0,1
"Na svoji vesni",2002,92,NA,3.1,37,44.5,4.5,4.5,0,4.5,4.5,0,4.5,4.5,34.5,"",0,0,1,0,0,0,0
"Stop Making Sense",1984,88,NA,7.8,2176,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,0,1,0,0
"Dawn, The",1938,89,NA,1.9,15,64.5,0,0,0,4.5,0,0,0,0,34.5,"",0,0,0,1,0,0,0
"Flash and the Firecat",1976,84,NA,3,16,14.5,24.5,34.5,4.5,14.5,0,0,0,4.5,4.5,"",1,0,0,0,0,0,0
"Jean Cocteau, auto-portrait",1985,66,NA,6.9,21,0,0,0,0,0,24.5,44.5,4.5,14.5,4.5,"",0,0,0,0,1,0,0
"Study in Choreography for Camera, A",1945,4,NA,5.5,78,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,0,0,0,1
"Navodneniye",1994,99,NA,8.1,21,0,0,0,0,0,0,4.5,64.5,24.5,4.5,"",0,0,0,1,0,0,0
"Romance da Empregada",1987,90,NA,7.2,46,4.5,0,0,4.5,4.5,4.5,24.5,24.5,24.5,4.5,"",0,0,0,1,0,0,0
"Sonezaki shinju",1978,112,NA,7,6,0,0,0,0,0,0,45.5,14.5,14.5,14.5,"",0,0,0,1,0,1,0
"Hacks",2002,93,200000,8.1,56,0,0,4.5,0,0,4.5,4.5,14.5,14.5,45.5,"",0,0,0,0,0,0,0
"16/67: 20. September",1967,6,NA,5.5,6,0,0,14.5,14.5,0,14.5,0,0,14.5,34.5,"",0,0,0,0,0,0,1
"I'm No Fool as a Pedestrian",1956,8,NA,6.6,9,0,0,0,0,14.5,34.5,34.5,14.5,0,14.5,"",0,1,0,0,0,0,1
"Blue Denim",1959,89,NA,7,88,0,4.5,0,4.5,14.5,24.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Swordsman, The",1993,92,NA,3.5,71,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"",1,0,0,0,0,0,0
